listing_no,title,price,sqm,rooms,address
9,"
                Thaliastraße | 1-Zimmer Neubauwohnung mit Loggia und Fußbodenheizung (LI2-6107)
            ","
                    Miete€ 642,60
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 1
                    ",1160 Wien
9,"
                Schöne 2-Zimmer Wohnung mit Garage!
            ","
                    Miete€ 1.200,00
                ","
                    Nutzfläche60 m²
                ","
                        Zimmer 2
                    ","1090 Wien,Alsergrund"
9,"
                Helle 2-Zimmer Dachgeschosswohnung
            ","
                    Miete€ 944,73
                ","
                    Wohnfläche63 m²
                ","
                        Zimmer 2
                    ",1050 Wien
9,"
                Unbefristet! Provisionsfrei! Wunderschöne, helle 3 Zimmerwohnung mit Balkon! Provisionsfrei!
            ","
                    Miete€ 1.111,57
                ","
                    Wohnfläche75 m²
                ","
                        Zimmer 3
                    ",1100 Wien
9,"
                17.Weißgasse CHARMANTE NEUBAU-DACHTERRASSENMIETE MIT FERNBLICK IN PARHAMERPLATZ NÄHE
            ","
                    Miete€ 590,00
                ","
                    Wohnfläche33 m²
                ","
                        Zimmer 1
                    ",1170 Wien
9,"
                10.Erlachgasse TICHY NÄHE - UNMÖBLIERTE SCHMUCKE NEUBAUMIETE MIT GARTENNUTZUNG (GARAGENPLATZ MÖGLICH)
            ","
                    Miete€ 535,00
                ","
                    Wohnfläche30 m²
                ","
                        Zimmer 1
                    ",1100 Wien
9,"
                4. Theresianumgasse 2-ZIMMER NEUBAUMIETE DIREKT BEIM BELVEDERE
            ","
                    Miete€ 1.298,00
                ","
                    Wohnfläche80 m²
                ","
                        Zimmer 2
                    ",1040 Wien
10,"
                Vollmöbliertes Apartment in zentraler Lage!
            ","
                    Miete€ 1.650,00
                ","
                    Wohnfläche97 m²
                ","
                        Zimmer 3
                    ",1040 Wien
10,"
                Helle 1-Zimmer-Wohnung im Herzen Wiens! UNBEFRISTET!
            ","
                    Miete€ 458,13
                ","
                    Wohnfläche35 m²
                ","
                        Zimmer 1
                    ",1050 Wien
10,"
                Top-saniertes 2-Zimmer-Apartment in beste City-Lage
            ","
                    Miete€ 1.145,00
                ","
                    Wohnfläche52 m²
                ","
                        Zimmer 2
                    ",1010 Wien
10,"
                WUNDERSCHÖNER ROMANTISCHER ALTBAU NÄHE SCHLOSS SCHÖNBRUNN
            ","
                    Miete€ 1.233,50
                ","
                    Wohnfläche110 m²
                ","
                        Zimmer 3
                    ","1120 Wien,Meidling"
10,"
                WUNDERSCHÖNER ALTBAU NÄHE SCHLOSS SCHÖNBRUNN
            ","
                    Miete€ 1.175,92
                ","
                    Wohnfläche104 m²
                ","
                        Zimmer 3
                    ","1120 Wien,Meidling"
10,"
                4-ZIMMER WOHNTRAUM IN HIETZING
            ","
                    Miete€ 1.969,25
                ","
                    Wohnfläche142 m²
                ","
                        Zimmer 4
                    ","1130 Wien, Hietzing"
10,"
                Stil & Terrasse - Kleine Wohnhausanlage
            ","
                    Miete€ 830,00
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ",1210 Wien
10,"
                Exklusive DG-Wohnung mit Blick auf Wien
            ","
                    Miete€ 1.848,00
                ","
                    Wohnfläche89 m²
                ","
                        Zimmer 3
                    ",1040 Wien
10,"
                Möblierte 3-Zimmerwohnung saniert
            ","
                    Miete€ 628,00
                ","
                    Wohnfläche54 m²
                ","
                        Zimmer 3
                    ",1100 Wien
10,"
                Schöne Neubauwohnung im 5. Bezirk zu vermieten + Balkon
            ","
                    Miete€ 1.133,90
                ","
                    Wohnfläche51 m²
                ","
                        Zimmer 2
                    ",1050 Wien 
10,"
                Kleinwohnung all inklusive in Ruhelage
            ","
                    Miete€ 830,00
                ","
                    Wohnfläche35 m²
                ","
                        Zimmer 1
                    ",1180 Wien
10,"
                Schöne renovierte Garconniere Nähe Schönbrunn -
            ","
                    Miete€ 525,00
                ","
                    Wohnfläche42 m²
                ","
                        Zimmer 1
                    ","1150 WienWien,Rudolfsheim-Fünfhaus"
10,"
                Möblierter Singlehit in ausgezeichneter Lage und optimaler Verkehrsanbindung
            ","
                    Miete€ 460,00
                ","
                    Wohnfläche18 m²
                ","
                        Zimmer 1
                    ","1150 Wien,Rudolfsheim-Fünfhaus"
10,"
                Neubauhauptmiete nähe Reinprechtsdorferstraße!!!
            ","
                    Miete€ 650,00
                ","
                    Wohnfläche47 m²
                ","
                        Zimmer 2
                    ","1050 Wien,Margareten"
10,"
                GROSSZÜGIGE ALTBAU-GARCONNIERE NÄHE AUGARTEN! ERDGESCHOSS!
            ","
                    Miete€ 523,62
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 1
                    ",1020 Wien
11,"
                Wohnung mit Loggia beim Hauptbahnhof !
            ","
                    Miete€ 1.390,00
                ","
                    Wohnfläche73 m²
                ","
                        Zimmer 3
                    ",1100 Wien
11,"
                Helle 3 Zimmer Wohnung nähe Praterstern!
            ","
                    Miete€ 990,00
                ","
                    Wohnfläche96 m²
                ","
                        Zimmer 3
                    ",1020 Wien
11,"
                ERSTBEZUG - Sanierte Altbauwohnung unbefristet zu vermieten - hinter der Karlskirche
            ","
                    Miete€ 1.660,01
                ","
                    Wohnfläche105 m²
                ","
                        Zimmer 3
                    ",1040 Wien
11,"
                Schöne Lage, optimale Aufteilung, gute Verkehrsanbindung!
            ","
                    Miete€ 698,80
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1180 Wien
11,"
                Traumhafte 2-Zimmer-Wohnung mit Loggia in den Innenhof!
            ","
                    Miete€ 811,69
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ",1190 Wien
